№;alpha;rho;t;Ответ;Муравьи;;;№;alpha;rho;t;Ответ;Муравьи;
1015;0.5;0.1;160.0;130;190;;;;;;;;;
1016;0.5;0.1;170.0;130;170;;;;;;;;;
1017;0.5;0.1;180.0;130;190;;;;;;;;;
1018;0.5;0.1;190.0;130;190;;;;;;;;;
1019;0.5;0.1;200.0;130;190;;;;;;;;;
1020;0.5;0.2;10.0;130;190;;;;;;;;;
1021;0.5;0.2;20.0;130;190;;;;;;;;;
1022;0.5;0.2;30.0;130;160;;;;;;;;;
1023;0.5;0.2;40.0;130;160;;;;;;;;;
1024;0.5;0.2;50.0;130;170;;;;;;;;;
1025;0.5;0.2;60.0;130;170;;;;;;;;;
1026;0.5;0.2;70.0;130;160;;;;;;;;;
1027;0.5;0.2;80.0;130;190;;;;;;;;;
1028;0.5;0.2;90.0;130;190;;;;;;;;;
1029;0.5;0.2;100.0;130;190;;;;;;;;;
1030;0.5;0.2;110.0;130;190;;;;;;;;;
1031;0.5;0.2;120.0;130;190;;;;;;;;;
1032;0.5;0.2;130.0;130;190;;;;;;;;;
1033;0.5;0.2;140.0;130;190;;;;;;;;;
1034;0.5;0.2;150.0;130;190;;;;;;;;;
1035;0.5;0.2;160.0;130;160;;;;;;;;;
1036;0.5;0.2;170.0;130;190;;;;;;;;;
1037;0.5;0.2;180.0;130;190;;;;;;;;;
1038;0.5;0.2;190.0;130;190;;;;;;;;;
1039;0.5;0.2;200.0;130;190;;;;;;;;;
1040;0.5;0.3;10.0;130;170;;;;;;;;;
1041;0.5;0.3;20.0;130;170;;;;;;;;;
1042;0.5;0.3;30.0;130;190;;;;;;;;;
1043;0.5;0.3;40.0;130;160;;;;;;;;;
1044;0.5;0.3;50.0;130;170;;;;;;;;;
1045;0.5;0.3;60.0;130;170;;;;;;;;;
1046;0.5;0.3;70.0;130;170;;;;;;;;;
1047;0.5;0.3;80.0;130;190;;;;;;;;;
1048;0.5;0.3;90.0;130;190;;;;;;;;;
1049;0.5;0.3;100.0;130;190;;;;;;;;;
1050;0.5;0.3;110.0;130;190;;;;;;;;;
1051;0.5;0.3;120.0;130;190;;;;;;;;;
1052;0.5;0.3;130.0;130;170;;;;;;;;;
1053;0.5;0.3;140.0;130;190;;;;;;;;;
1054;0.5;0.3;150.0;130;170;;;;;;;;;
1055;0.5;0.3;160.0;130;170;;;;;;;;;
1056;0.5;0.3;170.0;130;170;;;;;;;;;
1057;0.5;0.3;180.0;130;190;;;;;;;;;
1058;0.5;0.3;190.0;130;170;;;;;;;;;
1059;0.5;0.3;200.0;130;170;;;;;;;;;
1060;0.5;0.4;10.0;130;200;;;;;;;;;
1061;0.5;0.4;20.0;130;190;;;;;;;;;
1062;0.5;0.4;30.0;130;190;;;;;;;;;
1063;0.5;0.4;40.0;130;190;;;;;;;;;
1064;0.5;0.4;50.0;130;170;;;;;;;;;
1065;0.5;0.4;60.0;130;190;;;;;;;;;
1066;0.5;0.4;70.0;130;190;;;;;;;;;
1067;0.5;0.4;80.0;130;170;;;;;;;;;
1068;0.5;0.4;90.0;130;190;;;;;;;;;
1069;0.5;0.4;100.0;130;200;;;;;;;;;
1070;0.5;0.4;110.0;130;190;;;;;;;;;
1071;0.5;0.4;120.0;130;190;;;;;;;;;
1072;0.5;0.4;130.0;130;170;;;;;;;;;
1073;0.5;0.4;140.0;130;160;;;;;;;;;
1074;0.5;0.4;150.0;130;190;;;;;;;;;
1075;0.5;0.4;160.0;130;190;;;;;;;;;
1076;0.5;0.4;170.0;130;190;;;;;;;;;
1077;0.5;0.4;180.0;130;190;;;;;;;;;
1078;0.5;0.4;190.0;130;170;;;;;;;;;
1079;0.5;0.4;200.0;130;170;;;;;;;;;
1080;0.5;0.5;10.0;130;170;;;;;;;;;
1081;0.5;0.5;20.0;130;190;;;;;;;;;
1082;0.5;0.5;30.0;130;190;;;;;;;;;
1083;0.5;0.5;40.0;130;160;;;;;;;;;
1084;0.5;0.5;50.0;130;170;;;;;;;;;
1085;0.5;0.5;60.0;130;190;;;;;;;;;
1086;0.5;0.5;70.0;130;190;;;;;;;;;
1087;0.5;0.5;80.0;130;190;;;;;;;;;
1088;0.5;0.5;90.0;130;170;;;;;;;;;
1089;0.5;0.5;100.0;130;190;;;;;;;;;
1090;0.5;0.5;110.0;130;210;;;;;;;;;
1091;0.5;0.5;120.0;130;190;;;;;;;;;
1092;0.5;0.5;130.0;130;190;;;;;;;;;
1093;0.5;0.5;140.0;130;190;;;;;;;;;
1094;0.5;0.5;150.0;130;190;;;;;;;;;
1095;0.5;0.5;160.0;130;190;;;;;;;;;
1096;0.5;0.5;170.0;130;190;;;;;;;;;
1097;0.5;0.5;180.0;130;170;;;;;;;;;
1098;0.5;0.5;190.0;130;190;;;;;;;;;
1099;0.5;0.5;200.0;130;170;;;;;;;;;
1100;0.5;0.6;10.0;130;170;;;;;;;;;
1101;0.5;0.6;20.0;130;190;;;;;;;;;
1102;0.5;0.6;30.0;130;190;;;;;;;;;
1103;0.5;0.6;40.0;130;190;;;;;;;;;
1104;0.5;0.6;50.0;130;170;;;;;;;;;
1105;0.5;0.6;60.0;130;160;;;;;;;;;
1106;0.5;0.6;70.0;130;170;;;;;;;;;
1107;0.5;0.6;80.0;130;190;;;;;;;;;
1108;0.5;0.6;90.0;130;190;;;;;;;;;
1109;0.5;0.6;100.0;130;170;;;;;;;;;
1110;0.5;0.6;110.0;130;190;;;;;;;;;
1111;0.5;0.6;120.0;130;170;;;;;;;;;
1112;0.5;0.6;130.0;130;190;;;;;;;;;
1113;0.5;0.6;140.0;130;190;;;;;;;;;
1114;0.5;0.6;150.0;130;200;;;;;;;;;
1115;0.5;0.6;160.0;130;170;;;;;;;;;
1116;0.5;0.6;170.0;130;190;;;;;;;;;
1117;0.5;0.6;180.0;130;170;;;;;;;;;
1118;0.5;0.6;190.0;130;190;;;;;;;;;
1119;0.5;0.6;200.0;130;170;;;;;;;;;
1120;0.5;0.7;10.0;130;200;;;;;;;;;
1121;0.5;0.7;20.0;130;170;;;;;;;;;
1122;0.5;0.7;30.0;130;170;;;;;;;;;
1123;0.5;0.7;40.0;130;190;;;;;;;;;
1124;0.5;0.7;50.0;130;190;;;;;;;;;
1125;0.5;0.7;60.0;130;190;;;;;;;;;
1126;0.5;0.7;70.0;130;170;;;;;;;;;
1127;0.5;0.7;80.0;130;190;;;;;;;;;
1128;0.5;0.7;90.0;130;160;;;;;;;;;
1129;0.5;0.7;100.0;130;160;;;;;;;;;
1130;0.5;0.7;110.0;130;160;;;;;;;;;
1131;0.5;0.7;120.0;130;170;;;;;;;;;
1132;0.5;0.7;130.0;130;170;;;;;;;;;
1133;0.5;0.7;140.0;130;170;;;;;;;;;
1134;0.5;0.7;150.0;130;150;;;;;;;;;
1135;0.5;0.7;160.0;130;190;;;;;;;;;
1136;0.5;0.7;170.0;130;170;;;;;;;;;
1137;0.5;0.7;180.0;130;200;;;;;;;;;
1138;0.5;0.7;190.0;130;190;;;;;;;;;
1139;0.5;0.7;200.0;130;200;;;;;;;;;
1140;0.5;0.8;10.0;130;170;;;;;;;;;
1141;0.5;0.8;20.0;130;190;;;;;;;;;
1142;0.5;0.8;30.0;130;170;;;;;;;;;
1143;0.5;0.8;40.0;130;190;;;;;;;;;
1144;0.5;0.8;50.0;130;190;;;;;;;;;
1145;0.5;0.8;60.0;130;190;;;;;;;;;
1146;0.5;0.8;70.0;130;160;;;;;;;;;
1147;0.5;0.8;80.0;130;160;;;;;;;;;
1148;0.5;0.8;90.0;130;160;;;;;;;;;
1149;0.5;0.8;100.0;130;170;;;;;;;;;
1150;0.5;0.8;110.0;130;190;;;;;;;;;
1151;0.5;0.8;120.0;130;170;;;;;;;;;
1152;0.5;0.8;130.0;130;170;;;;;;;;;
1153;0.5;0.8;140.0;130;200;;;;;;;;;
1154;0.5;0.8;150.0;130;190;;;;;;;;;
1155;0.5;0.8;160.0;130;170;;;;;;;;;
1156;0.5;0.8;170.0;130;160;;;;;;;;;
1157;0.5;0.8;180.0;130;190;;;;;;;;;
1158;0.5;0.8;190.0;130;170;;;;;;;;;
1159;0.5;0.8;200.0;130;190;;;;;;;;;
1160;0.5;0.9;10.0;130;190;;;;;;;;;
1161;0.5;0.9;20.0;130;190;;;;;;;;;
1162;0.5;0.9;30.0;130;190;;;;;;;;;
1163;0.5;0.9;40.0;130;200;;;;;;;;;
1164;0.5;0.9;50.0;130;170;;;;;;;;;
1165;0.5;0.9;60.0;130;170;;;;;;;;;
1166;0.5;0.9;70.0;130;170;;;;;;;;;
1167;0.5;0.9;80.0;130;190;;;;;;;;;
1168;0.5;0.9;90.0;130;160;;;;;;;;;
1169;0.5;0.9;100.0;130;170;;;;;;;;;
1170;0.5;0.9;110.0;130;170;;;;;;;;;
1171;0.5;0.9;120.0;130;190;;;;;;;;;
1172;0.5;0.9;130.0;130;170;;;;;;;;;
1173;0.5;0.9;140.0;130;190;;;;;;;;;
1174;0.5;0.9;150.0;130;190;;;;;;;;;
1175;0.5;0.9;160.0;130;190;;;;;;;;;
1176;0.5;0.9;170.0;130;170;;;;;;;;;
1177;0.5;0.9;180.0;130;190;;;;;;;;;
1178;0.5;0.9;190.0;130;160;;;;;;;;;
1179;0.5;0.9;200.0;130;170;;;;;;;;;
1180;0.5;1.0;10.0;130;170;;;;;;;;;
1181;0.5;1.0;20.0;130;190;;;;;;;;;
1182;0.5;1.0;30.0;130;190;;;;;;;;;
1183;0.5;1.0;40.0;130;190;;;;;;;;;
1184;0.5;1.0;50.0;130;190;;;;;;;;;
1185;0.5;1.0;60.0;130;190;;;;;;;;;
1186;0.5;1.0;70.0;130;190;;;;;;;;;
1187;0.5;1.0;80.0;130;190;;;;;;;;;
1188;0.5;1.0;90.0;130;190;;;;;;;;;
1189;0.5;1.0;100.0;130;190;;;;;;;;;
1190;0.5;1.0;110.0;130;190;;;;;;;;;
1191;0.5;1.0;120.0;130;160;;;;;;;;;
1192;0.5;1.0;130.0;130;170;;;;;;;;;
1193;0.5;1.0;140.0;130;190;;;;;;;;;
1194;0.5;1.0;150.0;130;160;;;;;;;;;
1195;0.5;1.0;160.0;130;190;;;;;;;;;
1196;0.5;1.0;170.0;130;190;;;;;;;;;
1197;0.5;1.0;180.0;130;190;;;;;;;;;
1198;0.5;1.0;190.0;130;190;;;;;;;;;
1199;0.5;1.0;200.0;130;190;;;;;;;;;
1200;0.6;0.1;10.0;130;190;;;;;;;;;
1201;0.6;0.1;20.0;130;190;;;;;;;;;
1202;0.6;0.1;30.0;130;200;;;;;;;;;
1203;0.6;0.1;40.0;130;260;;;;;;;;;
1204;0.6;0.1;50.0;130;200;;;;;;;;;
1205;0.6;0.1;60.0;130;260;;;;;;;;;
1206;0.6;0.1;70.0;130;260;;;;;;;;;
1207;0.6;0.1;80.0;130;190;;;;;;;;;
1208;0.6;0.1;90.0;130;190;;;;;;;;;
1209;0.6;0.1;100.0;130;200;;;;;;;;;
1210;0.6;0.1;110.0;130;260;;;;;;;;;
1211;0.6;0.1;120.0;130;260;;;;;;;;;
1212;0.6;0.1;130.0;130;190;;;;;;;;;
1213;0.6;0.1;140.0;130;190;;;;;;;;;
1214;0.6;0.1;150.0;130;190;;;;;;;;;
1215;0.6;0.1;160.0;130;190;;;;;;;;;
1216;0.6;0.1;170.0;130;190;;;;;;;;;
1217;0.6;0.1;180.0;130;190;;;;;;;;;
1218;0.6;0.1;190.0;130;190;;;;;;;;;
1219;0.6;0.1;200.0;130;260;;;;;;;;;
1220;0.6;0.2;10.0;130;270;;;;;;;;;
1221;0.6;0.2;20.0;130;190;;;;;;;;;
1222;0.6;0.2;30.0;130;190;;;;;;;;;
1223;0.6;0.2;40.0;130;190;;;;;;;;;
1224;0.6;0.2;50.0;130;190;;;;;;;;;
1225;0.6;0.2;60.0;130;260;;;;;;;;;
1226;0.6;0.2;70.0;130;190;;;;;;;;;
1227;0.6;0.2;80.0;130;190;;;;;;;;;
1228;0.6;0.2;90.0;130;190;;;;;;;;;
1229;0.6;0.2;100.0;130;190;;;;;;;;;
1230;0.6;0.2;110.0;130;200;;;;;;;;;
1231;0.6;0.2;120.0;130;190;;;;;;;;;
1232;0.6;0.2;130.0;130;200;;;;;;;;;
1233;0.6;0.2;140.0;130;190;;;;;;;;;
1234;0.6;0.2;150.0;130;190;;;;;;;;;
1235;0.6;0.2;160.0;130;190;;;;;;;;;
1236;0.6;0.2;170.0;130;190;;;;;;;;;
1237;0.6;0.2;180.0;130;190;;;;;;;;;
1238;0.6;0.2;190.0;130;190;;;;;;;;;
1239;0.6;0.2;200.0;130;200;;;;;;;;;
1240;0.6;0.3;10.0;130;190;;;;;;;;;
1241;0.6;0.3;20.0;130;190;;;;;;;;;
1242;0.6;0.3;30.0;130;190;;;;;;;;;
1243;0.6;0.3;40.0;130;190;;;;;;;;;
1244;0.6;0.3;50.0;130;190;;;;;;;;;
1245;0.6;0.3;60.0;130;190;;;;;;;;;
1246;0.6;0.3;70.0;130;260;;;;;;;;;
1247;0.6;0.3;80.0;130;260;;;;;;;;;
1248;0.6;0.3;90.0;130;200;;;;;;;;;
1249;0.6;0.3;100.0;130;190;;;;;;;;;
1250;0.6;0.3;110.0;130;190;;;;;;;;;
1251;0.6;0.3;120.0;130;190;;;;;;;;;
1252;0.6;0.3;130.0;130;190;;;;;;;;;
1253;0.6;0.3;140.0;130;200;;;;;;;;;
1254;0.6;0.3;150.0;130;190;;;;;;;;;
1255;0.6;0.3;160.0;130;190;;;;;;;;;
1256;0.6;0.3;170.0;130;200;;;;;;;;;
1257;0.6;0.3;180.0;130;190;;;;;;;;;
1258;0.6;0.3;190.0;130;190;;;;;;;;;
1259;0.6;0.3;200.0;130;190;;;;;;;;;
1260;0.6;0.4;10.0;130;260;;;;;;;;;
1261;0.6;0.4;20.0;130;190;;;;;;;;;
1262;0.6;0.4;30.0;130;190;;;;;;;;;
1263;0.6;0.4;40.0;130;190;;;;;;;;;
1264;0.6;0.4;50.0;130;190;;;;;;;;;
1265;0.6;0.4;60.0;130;190;;;;;;;;;
1266;0.6;0.4;70.0;130;190;;;;;;;;;
1267;0.6;0.4;80.0;130;200;;;;;;;;;
1268;0.6;0.4;90.0;130;190;;;;;;;;;
1269;0.6;0.4;100.0;130;190;;;;;;;;;
1270;0.6;0.4;110.0;130;190;;;;;;;;;
1271;0.6;0.4;120.0;130;190;;;;;;;;;
1272;0.6;0.4;130.0;130;190;;;;;;;;;
1273;0.6;0.4;140.0;130;190;;;;;;;;;
1274;0.6;0.4;150.0;130;190;;;;;;;;;
1275;0.6;0.4;160.0;130;190;;;;;;;;;
1276;0.6;0.4;170.0;130;190;;;;;;;;;
1277;0.6;0.4;180.0;130;190;;;;;;;;;
1278;0.6;0.4;190.0;130;190;;;;;;;;;
1279;0.6;0.4;200.0;130;190;;;;;;;;;
1280;0.6;0.5;10.0;130;190;;;;;;;;;
1281;0.6;0.5;20.0;130;200;;;;;;;;;
1282;0.6;0.5;30.0;130;190;;;;;;;;;
1283;0.6;0.5;40.0;130;190;;;;;;;;;
1284;0.6;0.5;50.0;130;260;;;;;;;;;
1285;0.6;0.5;60.0;130;190;;;;;;;;;
1286;0.6;0.5;70.0;130;190;;;;;;;;;
1287;0.6;0.5;80.0;130;190;;;;;;;;;
1288;0.6;0.5;90.0;130;190;;;;;;;;;
1289;0.6;0.5;100.0;130;200;;;;;;;;;
1290;0.6;0.5;110.0;130;190;;;;;;;;;
1291;0.6;0.5;120.0;130;190;;;;;;;;;
1292;0.6;0.5;130.0;130;190;;;;;;;;;
1293;0.6;0.5;140.0;130;190;;;;;;;;;
1294;0.6;0.5;150.0;130;260;;;;;;;;;
1295;0.6;0.5;160.0;130;190;;;;;;;;;
1296;0.6;0.5;170.0;130;190;;;;;;;;;
1297;0.6;0.5;180.0;130;190;;;;;;;;;
1298;0.6;0.5;190.0;130;190;;;;;;;;;
1299;0.6;0.5;200.0;130;190;;;;;;;;;
1300;0.6;0.6;10.0;130;190;;;;;;;;;
1301;0.6;0.6;20.0;130;190;;;;;;;;;
1302;0.6;0.6;30.0;130;260;;;;;;;;;
1303;0.6;0.6;40.0;130;190;;;;;;;;;
1304;0.6;0.6;50.0;130;190;;;;;;;;;
1305;0.6;0.6;60.0;130;260;;;;;;;;;
1306;0.6;0.6;70.0;130;200;;;;;;;;;
1307;0.6;0.6;80.0;130;190;;;;;;;;;
1308;0.6;0.6;90.0;130;260;;;;;;;;;
1309;0.6;0.6;100.0;130;190;;;;;;;;;
1310;0.6;0.6;110.0;130;190;;;;;;;;;
1311;0.6;0.6;120.0;130;190;;;;;;;;;
1312;0.6;0.6;130.0;130;200;;;;;;;;;
1313;0.6;0.6;140.0;130;190;;;;;;;;;
1314;0.6;0.6;150.0;130;190;;;;;;;;;
1315;0.6;0.6;160.0;130;190;;;;;;;;;
1316;0.6;0.6;170.0;130;190;;;;;;;;;
1317;0.6;0.6;180.0;130;190;;;;;;;;;
1318;0.6;0.6;190.0;130;190;;;;;;;;;
1319;0.6;0.6;200.0;130;190;;;;;;;;;
1320;0.6;0.7;10.0;130;190;;;;;;;;;
1321;0.6;0.7;20.0;130;190;;;;;;;;;
1322;0.6;0.7;30.0;130;190;;;;;;;;;
1323;0.6;0.7;40.0;130;190;;;;;;;;;
1324;0.6;0.7;50.0;130;260;;;;;;;;;
1325;0.6;0.7;60.0;130;200;;;;;;;;;
1326;0.6;0.7;70.0;130;190;;;;;;;;;
1327;0.6;0.7;80.0;130;190;;;;;;;;;
1328;0.6;0.7;90.0;130;190;;;;;;;;;
1329;0.6;0.7;100.0;130;190;;;;;;;;;
1330;0.6;0.7;110.0;130;190;;;;;;;;;
1331;0.6;0.7;120.0;130;190;;;;;;;;;
1332;0.6;0.7;130.0;130;190;;;;;;;;;
1333;0.6;0.7;140.0;130;190;;;;;;;;;
1334;0.6;0.7;150.0;130;260;;;;;;;;;
1335;0.6;0.7;160.0;130;190;;;;;;;;;
1336;0.6;0.7;170.0;130;260;;;;;;;;;
1337;0.6;0.7;180.0;130;190;;;;;;;;;
1338;0.6;0.7;190.0;130;190;;;;;;;;;
1339;0.6;0.7;200.0;130;190;;;;;;;;;
1340;0.6;0.8;10.0;130;190;;;;;;;;;
1341;0.6;0.8;20.0;130;190;;;;;;;;;
1342;0.6;0.8;30.0;130;190;;;;;;;;;
1343;0.6;0.8;40.0;130;190;;;;;;;;;
1344;0.6;0.8;50.0;130;190;;;;;;;;;
1345;0.6;0.8;60.0;130;190;;;;;;;;;
1346;0.6;0.8;70.0;130;190;;;;;;;;;
1347;0.6;0.8;80.0;130;190;;;;;;;;;
1348;0.6;0.8;90.0;130;190;;;;;;;;;
1349;0.6;0.8;100.0;130;190;;;;;;;;;
1350;0.6;0.8;110.0;130;190;;;;;;;;;
1351;0.6;0.8;120.0;130;190;;;;;;;;;
1352;0.6;0.8;130.0;130;190;;;;;;;;;
1353;0.6;0.8;140.0;130;200;;;;;;;;;
1354;0.6;0.8;150.0;130;190;;;;;;;;;
1355;0.6;0.8;160.0;130;190;;;;;;;;;
1356;0.6;0.8;170.0;130;190;;;;;;;;;
1357;0.6;0.8;180.0;130;200;;;;;;;;;
1358;0.6;0.8;190.0;130;190;;;;;;;;;
1359;0.6;0.8;200.0;130;260;;;;;;;;;
1360;0.6;0.9;10.0;130;190;;;;;;;;;
1361;0.6;0.9;20.0;130;190;;;;;;;;;
1362;0.6;0.9;30.0;130;190;;;;;;;;;
1363;0.6;0.9;40.0;130;190;;;;;;;;;
1364;0.6;0.9;50.0;130;190;;;;;;;;;
1365;0.6;0.9;60.0;130;190;;;;;;;;;
1366;0.6;0.9;70.0;130;260;;;;;;;;;
1367;0.6;0.9;80.0;130;190;;;;;;;;;
1368;0.6;0.9;90.0;130;190;;;;;;;;;
1369;0.6;0.9;100.0;130;190;;;;;;;;;
1370;0.6;0.9;110.0;130;200;;;;;;;;;
1371;0.6;0.9;120.0;130;190;;;;;;;;;
1372;0.6;0.9;130.0;130;190;;;;;;;;;
1373;0.6;0.9;140.0;130;190;;;;;;;;;
1374;0.6;0.9;150.0;130;190;;;;;;;;;
1375;0.6;0.9;160.0;130;190;;;;;;;;;
1376;0.6;0.9;170.0;130;190;;;;;;;;;
1377;0.6;0.9;180.0;130;190;;;;;;;;;
1378;0.6;0.9;190.0;130;190;;;;;;;;;
1379;0.6;0.9;200.0;130;190;;;;;;;;;
1380;0.6;1.0;10.0;130;190;;;;;;;;;
1381;0.6;1.0;20.0;130;190;;;;;;;;;
1382;0.6;1.0;30.0;130;260;;;;;;;;;
1383;0.6;1.0;40.0;130;190;;;;;;;;;
1384;0.6;1.0;50.0;130;190;;;;;;;;;
1385;0.6;1.0;60.0;130;200;;;;;;;;;
1386;0.6;1.0;70.0;130;190;;;;;;;;;
1387;0.6;1.0;80.0;130;190;;;;;;;;;
1388;0.6;1.0;90.0;130;190;;;;;;;;;
1389;0.6;1.0;100.0;130;190;;;;;;;;;
1390;0.6;1.0;110.0;130;190;;;;;;;;;
1391;0.6;1.0;120.0;130;190;;;;;;;;;
1392;0.6;1.0;130.0;130;190;;;;;;;;;
1393;0.6;1.0;140.0;130;260;;;;;;;;;
1394;0.6;1.0;150.0;130;190;;;;;;;;;
1395;0.6;1.0;160.0;130;190;;;;;;;;;
1396;0.6;1.0;170.0;130;190;;;;;;;;;
1397;0.6;1.0;180.0;130;190;;;;;;;;;
1398;0.6;1.0;190.0;130;190;;;;;;;;;
1399;0.6;1.0;200.0;130;200;;;;;;;;;
1400;0.7;0.1;10.0;130;190;;;;;;;;;
1401;0.7;0.1;20.0;130;190;;;;;;;;;
1402;0.7;0.1;30.0;130;260;;;;;;;;;
1403;0.7;0.1;40.0;130;190;;;;;;;;;
1404;0.7;0.1;50.0;130;190;;;;;;;;;
1405;0.7;0.1;60.0;130;200;;;;;;;;;
1406;0.7;0.1;70.0;130;190;;;;;;;;;
1407;0.7;0.1;80.0;130;190;;;;;;;;;
1408;0.7;0.1;90.0;130;190;;;;;;;;;
1409;0.7;0.1;100.0;130;190;;;;;;;;;
1410;0.7;0.1;110.0;130;190;;;;;;;;;
1411;0.7;0.1;120.0;130;190;;;;;;;;;
1412;0.7;0.1;130.0;130;190;;;;;;;;;
1413;0.7;0.1;140.0;130;190;;;;;;;;;
1414;0.7;0.1;150.0;130;190;;;;;;;;;
1415;0.7;0.1;160.0;130;190;;;;;;;;;
1416;0.7;0.1;170.0;130;190;;;;;;;;;
1417;0.7;0.1;180.0;130;190;;;;;;;;;
1418;0.7;0.1;190.0;130;190;;;;;;;;;
1419;0.7;0.1;200.0;130;190;;;;;;;;;
1420;0.7;0.2;10.0;130;190;;;;;;;;;
1421;0.7;0.2;20.0;130;260;;;;;;;;;
1422;0.7;0.2;30.0;130;190;;;;;;;;;
1423;0.7;0.2;40.0;130;190;;;;;;;;;
1424;0.7;0.2;50.0;130;190;;;;;;;;;
1425;0.7;0.2;60.0;130;190;;;;;;;;;
1426;0.7;0.2;70.0;130;190;;;;;;;;;
1427;0.7;0.2;80.0;130;190;;;;;;;;;
1428;0.7;0.2;90.0;130;190;;;;;;;;;
1429;0.7;0.2;100.0;130;190;;;;;;;;;
1430;0.7;0.2;110.0;130;190;;;;;;;;;
1431;0.7;0.2;120.0;130;190;;;;;;;;;
1432;0.7;0.2;130.0;130;190;;;;;;;;;
1433;0.7;0.2;140.0;130;200;;;;;;;;;
1434;0.7;0.2;150.0;130;190;;;;;;;;;
1435;0.7;0.2;160.0;130;190;;;;;;;;;
1436;0.7;0.2;170.0;130;190;;;;;;;;;
1437;0.7;0.2;180.0;130;190;;;;;;;;;
1438;0.7;0.2;190.0;130;190;;;;;;;;;
1439;0.7;0.2;200.0;130;190;;;;;;;;;
1440;0.7;0.3;10.0;130;190;;;;;;;;;
1441;0.7;0.3;20.0;130;200;;;;;;;;;
1442;0.7;0.3;30.0;130;190;;;;;;;;;
1443;0.7;0.3;40.0;130;190;;;;;;;;;
1444;0.7;0.3;50.0;130;190;;;;;;;;;
1445;0.7;0.3;60.0;130;190;;;;;;;;;
1446;0.7;0.3;70.0;130;190;;;;;;;;;
1447;0.7;0.3;80.0;130;190;;;;;;;;;
1448;0.7;0.3;90.0;130;190;;;;;;;;;
1449;0.7;0.3;100.0;130;260;;;;;;;;;
1450;0.7;0.3;110.0;130;190;;;;;;;;;
1451;0.7;0.3;120.0;130;190;;;;;;;;;
1452;0.7;0.3;130.0;130;190;;;;;;;;;
1453;0.7;0.3;140.0;130;190;;;;;;;;;
1454;0.7;0.3;150.0;130;190;;;;;;;;;
1455;0.7;0.3;160.0;130;200;;;;;;;;;
1456;0.7;0.3;170.0;130;190;;;;;;;;;
1457;0.7;0.3;180.0;130;190;;;;;;;;;
1458;0.7;0.3;190.0;130;190;;;;;;;;;
1459;0.7;0.3;200.0;130;190;;;;;;;;;
1460;0.7;0.4;10.0;130;200;;;;;;;;;
1461;0.7;0.4;20.0;130;190;;;;;;;;;
1462;0.7;0.4;30.0;130;190;;;;;;;;;
1463;0.7;0.4;40.0;130;190;;;;;;;;;
1464;0.7;0.4;50.0;130;200;;;;;;;;;
1465;0.7;0.4;60.0;130;190;;;;;;;;;
1466;0.7;0.4;70.0;130;190;;;;;;;;;
1467;0.7;0.4;80.0;130;190;;;;;;;;;
1468;0.7;0.4;90.0;130;200;;;;;;;;;
1469;0.7;0.4;100.0;130;190;;;;;;;;;
1470;0.7;0.4;110.0;130;260;;;;;;;;;
1471;0.7;0.4;120.0;130;200;;;;;;;;;
1472;0.7;0.4;130.0;130;200;;;;;;;;;
1473;0.7;0.4;140.0;130;200;;;;;;;;;
1474;0.7;0.4;150.0;130;190;;;;;;;;;
1475;0.7;0.4;160.0;130;190;;;;;;;;;
1476;0.7;0.4;170.0;130;200;;;;;;;;;
1477;0.7;0.4;180.0;130;190;;;;;;;;;
1478;0.7;0.4;190.0;130;190;;;;;;;;;
1479;0.7;0.4;200.0;130;190;;;;;;;;;
1480;0.7;0.5;10.0;130;260;;;;;;;;;
1481;0.7;0.5;20.0;130;190;;;;;;;;;
1482;0.7;0.5;30.0;130;190;;;;;;;;;
1483;0.7;0.5;40.0;130;190;;;;;;;;;
1484;0.7;0.5;50.0;130;190;;;;;;;;;
1485;0.7;0.5;60.0;130;190;;;;;;;;;
1486;0.7;0.5;70.0;130;260;;;;;;;;;
1487;0.7;0.5;80.0;130;190;;;;;;;;;
1488;0.7;0.5;90.0;130;190;;;;;;;;;
1489;0.7;0.5;100.0;130;260;;;;;;;;;
1490;0.7;0.5;110.0;130;190;;;;;;;;;
1491;0.7;0.5;120.0;130;200;;;;;;;;;
1492;0.7;0.5;130.0;130;190;;;;;;;;;
1493;0.7;0.5;140.0;130;190;;;;;;;;;
1494;0.7;0.5;150.0;130;200;;;;;;;;;
1495;0.7;0.5;160.0;130;190;;;;;;;;;
1496;0.7;0.5;170.0;130;190;;;;;;;;;
1497;0.7;0.5;180.0;130;190;;;;;;;;;
1498;0.7;0.5;190.0;130;190;;;;;;;;;
1499;0.7;0.5;200.0;130;190;;;;;;;;;
1500;0.7;0.6;10.0;130;190;;;;;;;;;
1501;0.7;0.6;20.0;130;190;;;;;;;;;
1502;0.7;0.6;30.0;130;260;;;;;;;;;
1503;0.7;0.6;40.0;130;190;;;;;;;;;
1504;0.7;0.6;50.0;130;190;;;;;;;;;
1505;0.7;0.6;60.0;130;190;;;;;;;;;
1506;0.7;0.6;70.0;130;190;;;;;;;;;
1507;0.7;0.6;80.0;130;190;;;;;;;;;
1508;0.7;0.6;90.0;130;190;;;;;;;;;
1509;0.7;0.6;100.0;130;190;;;;;;;;;
1510;0.7;0.6;110.0;130;190;;;;;;;;;
1511;0.7;0.6;120.0;130;190;;;;;;;;;
1512;0.7;0.6;130.0;130;190;;;;;;;;;
